Bit_length,beta,gamma
45,-0.5792476316959866,0.718086942845441
45,-0.5551323118999036,0.7149231475364646
45,-0.5614274811699858,0.7092010991609723
46,-0.47426777235380285,0.4328036221267926
46,-0.5375517935207419,0.7028835191474005
46,-0.6504922108830844,0.7941341273507391
46,-0.5502175713546482,0.6716535174643704
46,-0.479826466806237,0.6632191392885125
46,-0.4141537699340701,0.5572283072874687
46,-0.5168594506099271,0.7106375377887313
46,-0.43331189743336723,0.47305750125597373
46,-0.5980727035501197,0.7144404082439799
46,-0.5380522958618684,0.673102448281145
47,-0.6397267490791542,0.7724540843457796
47,0.5433936682420666,-0.6339305426215169
47,-0.5207184606214127,0.6871694427909575
47,-0.5055114226339205,0.5834292189335173
47,0.6012938464763738,-0.7784424541150623
47,-0.5877298053065612,0.714867138637792
47,-0.40323331670415447,0.410398555932858
47,-0.5391787876312846,0.6823275940665582
47,-0.42244654930628495,0.4776269739959778
47,-0.5653614812283212,0.6919631548620816
48,0.45956006445786246,-0.630473158244547
48,-0.5926335622366693,0.7455355706532517
48,-0.5458344491513885,0.7135019370002729
48,-0.5169527547492024,0.5608797431798627
48,-0.45746368789403064,0.6696021703711695
48,-0.48459950827102594,0.5042793551572935
48,0.6811019345925292,-0.7852911786875495
48,-0.5166757722048276,0.675650692698128
48,-0.6014034915324873,0.7352037477521453
48,-0.6013392198217117,0.8219833919634802
49,0.4587113853553468,-0.6278779685889813
49,-0.5413315277694778,0.6523782651169454
49,-0.65682759458287,0.8469015894617822
49,0.6265148065962379,-0.7937340904138908
49,-0.6459685844663333,0.7598507120877079
49,-0.5552195751243412,0.8299157505864027
49,-0.5266440118260575,0.6399798225813302
49,-0.4858632096801086,0.6661696781562131
49,-0.4876691009364509,0.5355977896719829
49,0.605553519221185,-0.7794057041684819
50,-0.4094695899749579,0.48270346829595107
50,-0.61695046319587,0.786675587110818
50,-0.5336273175224043,0.8073124541662817
50,-2.721574172635597,-0.49253791369431155
50,-0.4310561398123387,0.5644190213183797
50,1.1767139826220803,1.788355205592311
50,-0.5873790102120852,0.752386032075434
50,-0.5523625472582457,0.7669139913410967
50,-0.43394253587622794,0.649292102165758
50,-0.42814192107185245,0.5073296304334354
51,-0.5117859448051711,0.7091824903058446
51,-0.617860579212195,0.8827411903658027
51,-0.4780613486860179,0.637359265642063
51,-0.3871207772293583,0.4534487292350718
51,-0.5837104966187904,0.748950698385652
51,-0.6238448966886216,0.7682094640060982
51,-0.5505780568456716,0.7535925412488591
51,-0.4508209727543916,0.5840406738296333
51,-0.34369131720592305,0.4125370106159825
51,-0.42638358480724076,0.6117851864644916
52,-0.4742373276435793,0.6686736677693221
52,-0.532427971566674,0.6570534462746765
52,-0.5674648883611474,0.8080339280119206
52,-0.4725697663810833,0.5871762735862293
52,-0.4307851212517376,0.5777714505011644
52,-0.5087241288215072,0.6601940673066659
52,-0.5372248774767276,0.6786078010156769
52,-0.5035716181786056,0.7339117449481278
52,-0.42271194802385204,0.5939044684235181
52,-0.6230735456974814,0.8168292512182613
53,-0.48165314136308146,0.6396295979951369
53,0.6068051043338308,-0.745182145737342
53,-0.568293761155788,0.7798869578026318
53,-0.6642122381685349,0.8237378636057431
53,-0.4910002494745499,0.6748977691737236
53,-0.4598030747976161,0.6018781133046665
53,-0.4540350374216802,0.6100083706529242
53,-0.38622085614418356,0.48201195507292605
53,-0.4673269396054345,0.4676558423699981
53,-0.6109536827442682,0.8137469315847096
54,0.4560006753980901,-0.6381479452636679
54,0.8227135997117557,4.038403276032287
54,-0.49741838820030676,0.6169842777590139
54,-0.47187074913768473,0.6571637751550923
54,-0.6644789519631775,0.8323046079639321
54,-0.5288672505367278,0.8298674638850618
54,-0.5685365821460615,0.8184689818052135
54,0.3892775550188963,-0.5433514557464992
54,-0.6082415437077958,0.6996160713764559
54,-0.47517700273767477,0.5673648609409724
55,-0.5493883051565706,0.7315293326634882
55,0.4344459331479571,-0.6002256823918728
55,-0.5123920600868525,0.6572512070421858
55,-0.5371953289117435,0.6940011563487725
55,-0.5497033675509269,0.7867358908544816
55,-0.5688888751347165,0.7342279543310409
55,-0.6417073803375828,0.86411942306945
55,-0.540241146959304,0.6543814910637803
55,-0.4952233481195227,0.6724184577725002
55,-0.5508908102646248,0.7051209068159198
56,-0.6355346468322257,0.7757925744359536
56,-0.5794183184713478,0.8423998859052421
56,-0.3859089349420139,0.5260235338223448
